userName,score,at,content
Pengguna Google,5,2023-01-18 15:13:57,Drivernya ramah
Dewi Dya,1,2023-01-18 15:05:16,Untuk perusahaan gojek kenapa ya dapat driver nya selalu jauh2 bisa ngak sih di kasih kan yg dekat aja padahal yg dekat banyak lo
Ristono,1,2023-01-18 14:42:43,"Transaksi receh aja keblokir, gimana klo Transaksi Jutaan... PAYAHHHH SUPER...."
Efania Elsa,1,2023-01-18 14:40:38,"Gopay kaga jls makin di update kantong jago nya kaga terdeteksi,,terjadi masalah terus menerus,,,GOBLOG,,masalah katong jago yg tidak terdeteksi aja kaga kunjung beres udah 4 hari,,gw kasih saran sma pihak gojek,klo kaga mampuh menyelesaikan keluhan jangan bikin APK"
Winarto Gunawan Hoediono,1,2023-01-18 14:24:31,Orderannya mana pak...saya butuh uang buat makan
Meidyna Channel Music,5,2023-01-18 14:24:27,Sangat cepat
Chiko Yayah,5,2023-01-18 14:23:47,Menyenangkan
Krishna Murti,5,2023-01-18 14:22:22,Memuaskan
Giovanni R.,5,2023-01-18 14:22:13,Mantap
Ane Mariati,1,2023-01-18 14:19:31,Saya kecewa kenapa saldo saya tiba tiba berkurang sudah dua kali begitu lagian membingungkan kalau pesan makanan susa kurang bisa untuk desabelitas tunanetra
Upin Ajebefara,1,2023-01-18 14:17:42,Tidak bisa di akses dan di update di hp infinix
Arif g,5,2023-01-18 14:12:24,"Ngebantu banget sih ini, coba di sediakan jasa mobil picukup biar gak repot lagi nyari mobil pickup buat angkut barang."
Irsyad Faiz,5,2023-01-18 13:57:31,Bagus
Luhing Darham DM.,1,2023-01-18 13:56:13,Ribet nya selangit app taiii
Herlina Khamban,1,2023-01-18 13:55:21,"Aplikasi gak memberikan manfaat, yang ada mau nguras.. Tiap x transfer pasti di kenakan biaya 2500, mending pakai Dana,"
Pengguna Google,5,2023-01-18 13:54:55,Sangat baik
Iman Firmansyah,1,2023-01-18 13:46:01,Tidak guna
ayu tety,5,2023-01-18 13:44:09,"Penjémputan cepat,tdk lelet,sangat membantu disegala kondisi"
Trysaputra 160616,1,2023-01-18 13:40:18,Gk bisa masuk akun ke dalam gk bisa aplikasi ny
Firman Syah,5,2023-01-18 13:35:29,Mantapp
Bismillah Headshot,2,2023-01-18 13:30:21,Aplikasi bagus
Eni Nazwa Alyssa. 5B,1,2023-01-18 13:25:32,Aplikasi payah.. mau masuk akun aj gk bisa2 👎
Rus Tambah,5,2023-01-18 13:17:31,Suka gojek banget sudah di ati
Udin Udik,5,2023-01-18 13:14:36,Bagus memuasksn dan ramah
Abdul Rahul Ismail,5,2023-01-18 13:10:45,Banyakin promo gofood nya dong
Uphy Sulpi,2,2023-01-18 13:09:29,"Kenapa saya tidak bisa akun gojek , sudah buat no baru tetap gak bisa masuk ke menu gojek"
Oktha Fhian,5,2023-01-18 12:53:00,👌
Pitut22,5,2023-01-18 12:52:19,"Bagus,,dah brp tahun Alhamdulillah tdk ada masalah apa"",makasih gojek"
Ibnu Fauzi,5,2023-01-18 12:41:47,good
eviwidi77 lalenoh,5,2023-01-18 12:36:25,Gojeck mantap pelayanannya memuaskan
Zaa Shine,1,2023-01-18 12:34:35,⛑️
Eddok Seser,1,2023-01-18 12:29:34,AHH CS NYA RESPON NYA LAMA SAYA TARIK TUNAI 5 JAM LEBIH BELUM DIKEMBALIKAN SALDONYA GG.
Deriy Dzulfiqri,4,2023-01-18 12:25:58,mungkin bisa ditambahkan go-car di kota kudus
Novi Maula,1,2023-01-18 12:17:56,Pesen gocar yang nongol blue bird... aplikasi KATROK
one to,4,2023-01-18 12:17:21,"Sangat membantu tapi harus tetap berinovasi supaya tidak tertinggal oleh aplikasi sebelah yang sudah mulai bagus,dan untuk layanan gomart kembalikan seperti yang dulu yang bisa memilih mau belanja di toko mana"
Earlene Putri,5,2023-01-18 12:15:41,👍🏻😊
Dian Herdiana,5,2023-01-18 12:07:13,Terima kasih gojek
Muhammad Rifky Syahid,1,2023-01-18 11:42:32,Suka gak bisa pesan antar
Indah firna rama dani Firna,5,2023-01-18 11:40:14,Sangat sangat bagus pelayanannya
Ferry Risnawan,1,2023-01-18 11:38:56,Aplikasi somplak
riki irawan,5,2023-01-18 11:33:48,Good
Rafi_ 1120,5,2023-01-18 11:28:38,👍
Al farizi,4,2023-01-18 11:17:25,Nice
Aidah A,3,2023-01-18 11:08:49,Kalo ga niat ngasih promo ga usah tunjukin vouchernya:)
Qiounan Aldev,3,2023-01-18 10:56:51,Penurunan servis. ( Voucher tidak bisa di gabung )
Dah Lah,1,2023-01-18 10:56:39,"Ini kok belum ada fitur goboat dan goplane, tambahin la min biar bisa order makanan dari China Jepang dan lain lain mohon di pertimbangkan 😎🤘🏻"
Annisa Sabatini,5,2023-01-18 10:55:03,Good
Ady Fantri,5,2023-01-18 10:53:38,Memudahkan dalam berbagai urusan
Rate,5,2023-01-18 10:52:30,Very good
Kris Bianto,5,2023-01-18 10:49:57,Ok
edwin faindra,5,2023-01-18 10:48:35,Mantab
trie lestari,5,2023-01-18 10:46:29,ok
Siti Nurdjanah,5,2023-01-18 10:45:31,Driver pelayanan y Baik dan memuaskan
Dedi Wahyudi,1,2023-01-18 10:41:56,Parah nih saya sudah bayar pake scan QR. Saldo sudah terpotong tapi di outlet mitra usaha belum masuk
hasim true,1,2023-01-18 10:39:26,"bikin laporan di gojek terkait vc langganan, eh diriwayat laporan ga muncul, sabotase bener dah.. terus suruh lapor ke mana??"
Wowo Pratama,1,2023-01-18 10:35:41,"Pelayanan CSnya ngak Jelas, kode transaksi Untuk tarik tunai Saya sudah 3 jam belum juga muncul. Mau chat CS responnya lama"
Taufiqurrahman Oppo,1,2023-01-18 10:34:20,JANGAN BAGI ORDER BIAR AJA SISTEM PRIORITAS BIAR RASA PEMALAS MELAS
Zhe Manyun,5,2023-01-18 10:28:42,Sangat menbantu
Santi Wijaya,1,2023-01-18 10:17:44,"JANGAN PERNAH DOWNLOAD ATAU PAKAI GOJEK..UANG SAYA DIAMBIL 1,7 JT, AKUN DIBLOKIR TANPA ALASAN YG JELAS"
Poyy Bae,5,2023-01-18 10:05:06,Ok
jsteven 880,5,2023-01-18 10:05:05,bagus
toto mardiyanto,5,2023-01-18 10:00:14,MANTAP TERBAIK BRO....
Antik Febrianti Umar,5,2023-01-18 09:59:42,Terima kasih. Aplikasi ini sangat membantu sekali.
Gigi Kontesa,5,2023-01-18 09:54:35,Best
Rudwan Abdul,1,2023-01-18 09:52:59,Kode tarik tunai belum kunjung muncul. Laporan ke cs masi belum ada balasan. Mengecewakan
Entin Suhartini,1,2023-01-18 09:52:09,"Anyep,"
devi mayasari,1,2023-01-18 09:51:25,Top up saldo Customer dri kemarin belum juga masuk ke saldo gopay customer saya!! Tolong segera di cairkan ke saldo Gopay sya yah skrg juga !!
Xiomi 8,4,2023-01-18 09:51:09,Bagus sekali aplikasi ya
Kasih Yoto,5,2023-01-18 09:43:44,Salam aspal
KSATRIA ArtCutt Percetakan,5,2023-01-18 09:37:02,Tarif bersaing lumayan murah
Rusni Tule,1,2023-01-18 09:36:45,Gak bermanfaat
Rafli Nirwana,5,2023-01-18 09:35:01,Ok
Syahrul Fauzi,5,2023-01-18 09:32:18,Top bgttt
dan_dri,5,2023-01-18 09:28:51,Mantap
Didin Muhidin,5,2023-01-18 09:26:19,Pesan gojek gx pernah lelet 👍👍👍
07_XI MM 2_Fadli Aldias Setiawan,5,2023-01-18 09:19:00,Siip deh
Aldi Dian,5,2023-01-18 09:18:13,Ok
Sikone Freddy,5,2023-01-18 09:16:08,Excellent
Riza Alawiyah,5,2023-01-18 09:15:59,"Parah,,, Pembayaran via QR 345k lenyap,, tidak masuk ke Tujuan,,, tetapi saldo terpotong,,, respon pun Sangat lama,,, sudah 5 hari... Untuk yang lain jika ingin menggunakan transaksi pake Gopay harap lebih berhati"" Dan pikir"" dlu dah."
asyh gumilang,1,2023-01-18 09:13:56,"suami saya driver setiap hari keluar pukul 05:00 pulang sampe larut malam cuma dapet uang 20 ribu, katanya karna pembagian order yang tidak merata banyak driver kelaparan dan hancur rumah tangga nya termasuk saya semoga gojek CEPAT BANGKRUT KARNA KESALAHAN NYA SENDIRI aminnn ini doa dari keluarga driver gojek yang hancur oleh ekonomi dan seperti di zdholimi"
Atinah Azahra,5,2023-01-18 09:07:13,Baik dan amanah👍
Umar Umar,5,2023-01-18 09:05:00,Sangay bagus
Rian Rian,5,2023-01-18 08:53:29,@09273RiAN
Yaschel,5,2023-01-18 08:53:17,min collab sama TXT dong min biar banyak yang download
prabowo ari nugroho,5,2023-01-18 08:52:05,"Dear Gojek, Meskipun saldo gopay saya tidak bisa dipakai.,saya setia menggunakan aplikasi gojek daripada aplikasi lainnya. Ayo terus berkembang Aplikasi Gojek tingkatkan kualitas dan lain2."
yogi umbara,5,2023-01-18 08:47:32,"Semoga semakin banyak promo, pertama kalinya pakai gosend ternyata gampang. Membantu banget ini!"
Yanto Auto99,5,2023-01-18 08:44:54,Senang dihati!
Ranu Wiharjo,5,2023-01-18 08:42:37,Mantaapp
MJM SPORT,5,2023-01-18 08:39:14,👍
Wiwit Alifa,2,2023-01-18 08:22:50,Email lama ga bisa kebuka karena pembaruan go pay saya hilang tolong solusinya kk
Wahyudianto,1,2023-01-18 08:17:07,Upgrade gopay tidak permanen. Ngeri
Misch Elfreezy,5,2023-01-18 08:15:29,bagus banget
Radja Maha Radja,1,2023-01-18 08:04:05,Gopay tidak dapat lihat saldo dan history
Hendra Jayalif,5,2023-01-18 07:57:00,Bagus dan sangat membantu
adeva tv,1,2023-01-18 07:55:31,Makin lama makin ancur Sering eror sistem Lanjutkan
Doa Kuitan Teknik,5,2023-01-18 07:35:38,Oke
All Paru,5,2023-01-18 07:19:37,nice
Gesti Andrea,5,2023-01-18 07:06:38,"Saya kasi ⭐5, karena saya mantan driver goride, semoga semakin bertambah byk pengguna/pelanggan apk gojek, biar driver gacor orderanya sejahtera kehidupannya, untuk aplikator cepat tanggap dan respon terhadap keluhan pelanggannya ya, jangan lemot apk nya , jangan banyak biaya jasa pemesanan itu ini ke pelanggan jadinya mahal, jgn terlalu gede potongan ke driver kasian Nerima pendapatannya malah kecil dibandingkan ongkos yg mahal, byk apk baru yg tawarkan ongkos murah, ini warning bgt buat gojek!"
Dedy Harjo,5,2023-01-18 07:03:51,Operasional yang sangat membantu sekali
ade yanthi,1,2023-01-18 06:58:12,telat jemput dan lambat menjalankan kendaraan
Endang Effendi,5,2023-01-18 06:31:11,Gojek oke
Eva Tiket,1,2023-01-18 06:27:15,"untuk gojek, kenapa selalu kasih driver yang jauh. tolong klo ada yg dekat dikasih yg dekat ya, supaya saya tidak menunggu terlalu lama. tingkatkan lebih baik lagi. jangan menyusahkan pelanggan."
Om Iron,5,2023-01-18 06:18:35,"Sangat membantu walaupun kadang agak kesel suka lemot, kadang-kadang juga suka mendadak mahal tarifnya kalo lagi rame atau macet"
anita bastian16,3,2023-01-18 05:50:28,pagi.. maaf sebelumnya saya kasih bintang 3.. selama ini naik gojek aman dan nyaman tapi kemarin saya dapat supirnya seperti itu
Teresia,1,2023-01-18 05:40:06,Mhn maaf sy uninstall gojek krn beberapa kali dikecewakan driver gojek khusus nya motor... pelayanannya buruk
Lilis Saoda,5,2023-01-18 05:34:01,"Kecepatan dlm menemukan driver, Kecepatan dlm pengiriman pesanan & Banyak Diskon pasti nya Mksih Gojek"
Eko Fitrianto,5,2023-01-18 05:16:50,Sangat bagus
Dias Sahla,2,2023-01-18 03:49:47,Sayang diskon double voucher tidak bisa digunakan lagi.
gun 77,5,2023-01-18 03:23:54,Sangat membantu sekali
Rendy Ananta,1,2023-01-18 03:20:47,Gak usah bikin bank klw memang banyak kendala gak tau orang lagi butuh tf malah nyusahin tau gtu di bank lain
Rafly Gaming Slot,5,2023-01-18 03:04:33,Ok
Sawiyah Wiyah,5,2023-01-18 02:50:54,cepat dan praktis
evant catur,1,2023-01-18 02:49:06,Tadinya bagus... sekarang kalo pilih alamat harus mulai lagi dari awal. Kalo dulu udah ada alamat bekas pemesanan terakhir. Saya pemake gosend hampir seminggu sekali. Semenjak alamat d hilangkan tiap kali mau pesen alamat harus d ketik dari awal lagi.
Odeg otw,5,2023-01-18 02:35:55,bermanpaat
Rus Warnami,5,2023-01-18 02:30:39,Mantap
Lia Liswidiana,2,2023-01-18 01:33:14,"Sebenarnya fungsi biaya lain² pada gofood itu buat apa. ?? Kok driver pas nganter makanan slalu minta uang parkir... Apa driver gk di kasih tau bahwa biaya lain udah termasuk parkir ,"
Yaudah Iya,5,2023-01-18 01:23:27,Manfaat
Mohammad Jidan Albaar,1,2023-01-18 01:18:16,"Kecewa sih, kok malam2 gak ada gojek sih. Saran saya, harus buat jadwal malam juga"
Santi Aullia,5,2023-01-18 00:59:13,"Selalu puas dengan Aplikasi Gojek. harga terjangkau, pengiriman super cepat dan tentunya banyak discountnya juga."
Apot Haws,1,2023-01-18 00:36:59,Aplikasi jadah gak bisa install
Ahmad Duddin,1,2023-01-18 00:36:25,"Mohon kebijakan, untuk gopay later biaya keterlambatan udah jatuh tempo 3bln. Pinjaman hanya 200rb to dendanya mencapai 150rb, Tolong berikan keringanan dengan membuat fitur cicilan. Agar mudah membayar jangan langsung sekaligus."
Risman Kimung,2,2023-01-18 00:27:18,Parah apl makin sni makin parah transper g bisa padahal g ada kendala apa2 tiba2 aja g bisa d pke memang makin sini makin g jlas gopay
Candra Musdi,5,2023-01-17 23:52:29,Good service
Ketut Suwirta,5,2023-01-17 23:50:32,Gooooodddd
Sandi Sopyan,5,2023-01-17 23:40:52,Good
Kiensahadi 31051988,5,2023-01-17 23:31:31,Terimakasih gojek.. sangat membantu
Puji Tri Handayani,1,2023-01-17 23:25:02,Ini gimana sih. Pdhl dlu udah pernah transfer ke bank. Skrg kok malah disuruh upgrad gojekplus. Mana fitur kameranya jadi gelap bgt. Pdhl kamera hp normal. Aneh bgt. Kno dipersulit bgt sih
Akbar Bachtiar,1,2023-01-17 23:24:11,"Gopay buat transfer ke bank lama,"
Wachid ARRIDHO S1KEPERAWATAN,5,2023-01-17 23:16:35,👍👍👍👍👍
Syahroni D Luffy,1,2023-01-17 23:15:32,Makin kesini makin parah aplikasinya ngrim duit cm 2300 proses berthun2
Akim Djap,5,2023-01-17 23:02:28,Ok
H W,3,2023-01-17 22:57:02,Error terus tbtb gabisa pake mode hemat padahal sebelum nya ada aneh bgt ni gojek
Tri Andista Ayu Kirana,1,2023-01-17 22:51:50,Akun gojek saya gabisa dibukaaa!! Gimana sih aneh banget udah instal ulang tetep aja gabisa masuk. Tolong gojek segera perbaiki ya
Sintya Kartika,1,2023-01-17 22:50:00,"Sebel banget sama driver gojek dan udah berulang2 kali saya nunggu lama buat pesan goride atau gocar tapi driver nyaa ga bales chatnya dan intinya minta saya cancle tolong dong gojek diperbaiki lagiii buat driver yang suka php in customer nyaa keq ginii, semisal minta cancle kan tinggal bilang gtu dari awal setidaknya kan ada percakapan nya, jadi saya gak usah nunggu lama bangettt!!! Klau pada akhirnya minta customer yg cancle orderan, ditindak juga dong harusnya dari gojek tuuh -_-"
Anayusli Yusliyaniyani,5,2023-01-17 22:49:15,Mantap banyak promonya tapi sayangnya gopaylater ga muncul muncul
Abdul Mutholib,1,2023-01-17 22:45:47,Tf ke bank malah menunggu gak langsung ke kirim gimana sih makin lama makin jelek ni apk
Flawless project,5,2023-01-17 22:40:34,Aplikasi bagus sangat membantu
Rafa Pratama,5,2023-01-17 22:38:15,Aaaa seneng pake gojekkk 😍😍😍
jarwadi jarwadi,5,2023-01-17 22:30:00,Bagus buat jalan.2 jadi mudah
Andi Andi,1,2023-01-17 22:26:16,Aku td tf ke BCA cuma gak terkirim kirim status menunggu terus.. padahal saldo da kepotong.. aku chat di bantuan gak ada respon... Gimana ini...
Nur Amalia Rizkita,1,2023-01-17 22:23:55,Customer Care ga bisa bantu solusi. Tidak berguna.
Ferdiansyah Ferdi,5,2023-01-17 22:21:21,Tolong di-update lagi
Kernia Elviana Sari,5,2023-01-17 22:19:39,Sangat membantu
Agung Putra,5,2023-01-17 22:14:23,Mantap gojek andalan
Mumu Mu,5,2023-01-17 22:09:06,Ok
Muhamad Ackbar Ramadhan,1,2023-01-17 21:36:17,😪😔
dw ardiansyah,5,2023-01-17 21:34:59,Mantap
Laskar Panggung,5,2023-01-17 21:29:57,Siiip
Dorkas Sumiati,5,2023-01-17 21:22:01,Mantap
Shadila Febby One diera,1,2023-01-17 21:17:48,"Gojek tolol, Udah berapa kali upgrade gopay plus tapi gak pernah diterima, padahal foto ktp udah jelas banget, nyesel banget gw pake gopay mending gw pakai dana langsung bisa. Gojek tolol!!"
Nur Bayani,1,2023-01-17 21:13:37,"Pelayanannya sangat lambat sekali / lemot banget pelayanannya , kenapa gopay saya tidak bisa gopay plus , padahal saya sudah upgred tapi ga bisa bisa ."
Panji Panji,3,2023-01-17 21:12:45,Mantap apk cuman saran nambah gofood mixue di kendari
PONOROGO BERELIGI,5,2023-01-17 21:05:38,Selalu membantu dalam keseharian
syamil algifari,5,2023-01-17 20:54:06,😍😍😍
Via Ardia,5,2023-01-17 20:37:22,Jooz
Nunung Adilistyani,5,2023-01-17 20:37:11,Dijemput tepat waktu
Davi Syihab,5,2023-01-17 20:33:18,Bagus
Yunus Tarajawa,3,2023-01-17 20:27:28,Bagus
Martino Putranto,2,2023-01-17 20:24:23,Promo gofood nya udh ngga bisa digabung lagi kya dulu & gopaylater nya ada biaya 10ribu trlalu besar biayanya hm..
Reza Bagas,5,2023-01-17 20:11:27,the best aplikasi
Yogi Second,1,2023-01-17 20:06:37,"Susah pakai aplikasinya mau ganti nomor akun ribet, 5 hari g selesai, saldo gopay juga pernah ilang,"
Kevin Ridho Suryo Rabono,1,2023-01-17 19:52:20,"17 Januari 2023 Siang hari kisaran pukul 15.00 mesan gofood tapi tidak bisa bayar via gopay Malam harinya kisaran 19.30 mesan gofood namun bermasalah pada pihak restoran, dan biayanya dibebankan ke pelanggan Ketika, meminta bantuan CS untuk membatalkan pesanan.. Malah dipesan ulang kan aneh, kasian driver lainnya."
Joko Asih,5,2023-01-17 19:49:03,Tingkatkan perform aplikasi
Lilik Accounting,5,2023-01-17 19:47:55,Bagus
Setiawan Setiawan,5,2023-01-17 19:46:57,Mantap
Wirawan Avisena,5,2023-01-17 19:45:25,super aplikasi yang superrr 👍
Argyta syakilla Noverisca,2,2023-01-17 19:43:49,"Kok sy gak bisa transaksi gomart ya, di aplikasi stok habis semua"
Imaniar Lingga NurFaiq,5,2023-01-17 19:34:29,Gampang di pakai
Uuu,1,2023-01-17 19:33:06,Kalo sdh hujan driver kek kntoll gada yg mau jln
Roslely Roslely,5,2023-01-17 19:31:41,"Pelayanan cepat, ramah dan sabar. Sangat membantu dan TKS."
Panggi Bayu Saputro,5,2023-01-17 19:30:18,Very good!
Joe Miner,5,2023-01-17 19:29:56,bagus.
RiantoDermanGanda Simamora,2,2023-01-17 19:27:40,"Kalkulator nya Gojek untuk promo gak jelas sebagai contoh diskon gofood 30 % bukannya tambah murah,malah tambah mahal,seperti orang di pem bodoh an oleh gojek saya jadinya"
Kang senen dkandang,5,2023-01-17 19:26:37,Puas deh
Dian Herlina0110,1,2023-01-17 19:21:26,Apaansi aplikasi kok susah bngt didownload nya udh mau selesai malah ngulang lg dri awal aneh gtu gtu aja trus
Randy Muchlis,5,2023-01-17 19:19:18,Semoga berubah
Laksamana Richardo,5,2023-01-17 19:19:12,"mantap,tapi kalo hari hujan kok ga dapat drivernya?"
Muhammad Rezan Falevi,5,2023-01-17 19:17:20,Aplikasi yg bagus.. semoga bisa berkembang lgi..
Egi Trifaldo,5,2023-01-17 19:13:52,Mantap
Bambang Wibisono,1,2023-01-17 19:06:05,Budeg
Raka indra,5,2023-01-17 19:03:10,Mantap
Farida Azam,5,2023-01-17 19:00:39,Ok
Bram Putra jaya,5,2023-01-17 18:55:56,Puas sekali
Apriel Twelve,5,2023-01-17 18:53:45,Mantap
brojo basuki,5,2023-01-17 18:52:38,Terbaik 👍
Arto Moro,4,2023-01-17 18:52:30,Lumayan bagus
Mas Nur Chanel,5,2023-01-17 18:50:43,Aje Kendor Lur
naxgood,1,2023-01-17 18:44:50,hehe
Yon Bandaro,5,2023-01-17 18:34:07,Good
Asep Wanda Kurnia,5,2023-01-17 18:31:56,Mantappp
sumairoh leony,5,2023-01-17 18:28:56,Bagus ok
Rita Afrianti putri,4,2023-01-17 18:28:45,Goog
M. Arif Alhakim,5,2023-01-17 18:28:42,Baguss
Knd dink,5,2023-01-17 18:26:41,Edan lah
rosmiatun miin Miin,5,2023-01-17 18:22:24,Pelayana cepat Driver nya ramah sopan dll
yunan recoba,1,2023-01-17 18:07:31,"maaf, atas kekecewaan saya.."
Rico Heriawan,5,2023-01-17 17:53:34,Senang sekali
Salsabila Abel,5,2023-01-17 17:53:23,Cepat sesuai aplikasi pesanan
Hari Ari,1,2023-01-17 17:47:55,"Seandainya Nadiem Makarim balik lagi ke gojek driver pasti sejahtera,,, semenjak bukan yang megang Nadiem Makarim driver banyak sensara,,, contoh nya gw kga kebeli bensin ma paketan pusing"
Ferry Trialdo,1,2023-01-17 17:47:53,"Aplikasi bodoh masa anyep sampe berminggu2, mau makan apa gua kalau kaya gini terus, pedahal gua driver khusus samday mustahil kalau gak ada orderan mah!!! Tolong lah dibenerin aplikasi ini internet gua dah bagus, aplikasi selalu nyalah dari jam 8 sampe jam 5 sore, setiap hari dah muter2 ngabisin waktu dan bensin!!"
Sunardi Nardi,5,2023-01-17 17:47:36,Baik sekali
Rizal Ardi,5,2023-01-17 17:42:27,Okeeeeee
Martha Gopal,5,2023-01-17 17:42:04,Ok
Asep Lukman,5,2023-01-17 17:37:49,Ki.yp
Verry Noval,5,2023-01-17 17:34:26,Gopay solusi nya.
Rizqi Runianti,1,2023-01-17 17:32:41,Biaya penanganan sekarang mahal banget sama ongkirnya.. percuma ada promo diskon sama enggk sama aja .. tetap mahal.. dulu bagus banget sekarang sangat buruk dan mahal ..
Meisya Naofal,5,2023-01-17 17:30:46,"sudah lumayan lama pake gojek, dpt limit paylater ny tp ko ga naek"" ya limit ny 😅😅😅"
Ridho Piton,3,2023-01-17 17:26:49,Aplikasi tidak bisa di bukak baru topup
Ridwansyah Mangrove,5,2023-01-17 17:24:49,"Nice, da bes lah"
zakia zahra,5,2023-01-17 17:23:28,Suka bgt
Galih Shidiq,5,2023-01-17 17:09:59,Nice
andi chriswantoro,5,2023-01-17 17:04:09,Berguna
Desta Ananda,5,2023-01-17 16:56:36,mantap
JJTstudio,1,2023-01-17 16:56:14,Respon driver yang kesulitan mencari orderan
Faaa Nny,3,2023-01-17 16:55:20,"Kenapa ya saat saya menghapus google dari aplikasi yang terhubung ke gopay dan saat saya mau hubungkan lagi udah ga bisa, padahal tujuannya biar gopay saya ga auto bayar MEMBERSHIP YouTube, tolong dong pihak gopay gimana nih, saya mau beli membership jadi ga bisa sekarang karna gopay udah ga kehubung lagi, dan juga tolong kalo udah bisa kehubung lagi jangan buat app nya auto beli membership, terimakasih"
Stevanus Yuniari,5,2023-01-17 16:48:37,Mantaps
Rommy Yossi,5,2023-01-17 16:44:27,👍
King King Suwandi,5,2023-01-17 16:42:53,Tengkiyu gojek sdh memberi berbagai kemudahan dlm bertransaksi
Rudi Budianto,4,2023-01-17 16:32:50,Salam hormat santun...🙏
