content,score
Sangat membantu dalam bertransaksi,5
Good,5
Okey👍,5
mantap,5
Aplikasi yg buruk saldo saya ketahan tidak bisa digunakan transaksi,1
sangat membantu,5
"mudah, dapat koin, biasanya ada bonus lainnya",5
Good,5
Mantap,5
"Saya mengalami kendala top up, saldo saya belum bertambah sudah seminggu mengajukan kasus ke CS sampe saat ini masalah saya belum terselesaiakan, aplikasinya kurang memuaskan pelayanan & kebijakan buruk",1
mau transfer.. gagal terus,2
amanah,5
Woke oke eko ekow,5
mantab sekali ..... sangat berguna banget .... makasih team telkomsel,5
Sangat membantu,5
Satu untuk semua mudah digunakan lengkap semua keperluan 👍👍👍,5
ok,5
"RIBET setiap kali menggunakan scan qris, wajib verifikasi wajah. Tidak ada pengaturan mematikan keamanan verifikasi wajah",1
"Kalau bisa yang bayar sebelum jatuh tempo dapat reward, agar semangat bayar lebih awal",5
ok,5
Kenapa saya mau daftar driver atau mengajukan Spaylater sulit ya ?????,1
mantap,5
"mantap,tapi sayang saya blm bisa aktifkan Spaylater nggak tahu masalah apa padahal data saya SDH lengkap",5
"Buruk, tidak bisa membantu",1
gunakan sopypay,4
"mantap, kalau bisa bunganya jgn gede banget",5
Good,5
Nays,5
ManahHhhss,5
Shopee ke aku laku tdk bisa,4
Shopeepay itu aplikasi yg sangat berguna bisa bayar bisa transfer juga belanja dan mmeudahkan untuk kita menggunakannya,5
ok,5
good,5
buka halaman lama,2
bagus,5
Mantab,5
💫,5
ok,5
Bagaimna cara nya kirim uang ke dana lewat shopeepay,2
Knp ngga bisa di update,5
Sangat bagus dan praktis,5
Best,5
knpa spaylater saya ga bisa di gunakan.,2
Praktis gak ribet,5
ACC di tolak Mulu padahal baru buat lawak emang,1
lebih murah,5
sangat tertarik,5
"Aplikasi gak guna, request isi saldo via indomaret kode bayar gak terdeteksi atau tidak di kenal.?",1
Semoga setabil aplikasinya,5
faster,5
"Apaan ni, udh download, ngelakuin pembelian listrik dan wifi dpt cashback koin 12 ribu tpi koinnya masih 0. Cacat bgt aplikasinya. Tolong benerin lah jgn PHP. Klo tau PHP kan mending gua pake tokped",1
Suka belanja Di shopee praktis...,5
bagus dan terpercaya,5
sangat bagus,5
mantab Shopee pay,5
mantap keren,5
sangat baik,5
antab,5
tiba tiba gagal proses,1
"Thamks for all shopeee, make izzy",5
Top-up ShopeePay via Tranfer Bank BRI sejumlah 2jt tdk menambah 2 jt pd nominal di ShopeePay saya. Namun saya percaya Shopee pasti uang yang sdh saya tranfer tsb akan masuk menambah saldo pd Shopeepay milik pribadi saya.,5
"Mantap sungguh membantu,,segala kebutuhan jadi Lancar",5
"gak bisa di aktifkan alah ,, aplikasi apa ini",2
aku suka shopee,5
Sama aja gaada bedanya... Menuhin memori doang,1
Kereen,5
Bagus,5
ok,5
mantap,5
Simple 👍🏼,5
🤑,5
ShopeePay Mantooell pokoee,5
"Kok saya 2 x gunakan Shopee pay untuk promo MCD yg diskon 40% tapi untuk diskonnya belum masuk juga, belum di dapat kan, gimna ini shoppe? Benar atau cuma tipu",1
Sangat membantu kebutuhan untuk bayar2 dan juga ada paylater y ...jadi mantap,5
sip mantap,5
Mantap dh,5
Luar biasa,5
mntap sekali,5
sangat membantu,5
ok,5
Aku belum mencoba tapi yaki aku ngga salah menilai,5
3 dulu,3
Oke,5
Ok,5
"Pencairan KELAMAAN BOS! Kredivo 5 menit udah cair. Ini 1-5 hari, 2 hari belum masuk transferan. Udah ga butuh dana belum juga masuk, ga bisa cancel pula. Lintah darat.",1
Uji coba dulu,4
Tidak dapat menginstal di Android 14,3
Bismilah,5
"Kalo ga penting""banget sih saran gw jangan gunain spaylater nya deh,yg nagih bawel banget...jatuh tempo masih 5 hari lagi aja udah telpoooooonnnn terus ga berenti"",,,,",1
Oky sangatlah penting untuk pekerjaan sehari hari membatu,5
"Kenapaa sihh aku beli makan di shope food pke shopepay jaa ribet bgt , pke sedang downloading brjam jam saya nunggu , gmna sih , apaa yg di download cobaa orng saldo udh ada , tolong skrng cekk skrng gmna itu ,",1
keren,5
pembayaran lebih mudah,5
is the best,5
mantap,5
good,5
Kurang stabil aplikasi ny gan,4
👍,5
"Aplikasi terblunder, katanya pembelian pulsa memalui shopeepay dot cashback, tp dihubungi ke cs shopee katanya tidak ada pembelian menggunakan voucher pdhl sdh saya ss kan diaplikasi voucher sdh terpakai, tp diaplikasi shopee pesanan sy tidak ada. Blunder bgt lah aplikasi shopee ini",1
memudahkan,5
Good,5
Semoga bermanfaat buat kita semua,5
tq shopeePay selancar jaya selalu,5
Mantap,5
Spay later jgn terlalu cepat di bekukan dong !!!!..karena walaupun terlambat bayar tapi sudah bayar denda,1
oke.. membantu dalam bertransaksi..,5
Ok,5
Okay,5
ok,5
terlalu ribet verifikasi wajah,1
OK smgat membantu,5
Shopeepay mantap,5
Oke,5
Bagus aplikasi shopeepay nya di mudahkan dalam pembayaran digital lebih mudah serta praktis dalam pembayaran yg lain,5
Membantu sekali,5
"Transaksi mudah, aman dan cepat .. cakep 👍👍👍",5
Layanan yg OK,5
bagus,5
Kecewa pembayaran playter dh sy bayr tp g bs di pakai lagi...,1
Mudah mudahan bisa membantu jalan keluar... Amin...🤲🙏,5
"akun dibatasi, saldo tidak bisa ditarik kembali.",1
"Saya melakukan pembelian di vendmart mesin,saldo sudah ketarik tetapi makanan dan minumannya tidak keluar,dan saldo saya tidak di refund",1
sangat membantu,5
mantap,5
bagus aplikasi nya,5
mantabs,5
"Jujur saja,ini adalah kali pertama saya menggunakan aplikasi ini.. dan saya sudah menggunakannya untuk topup dan melakukan pembayaran listrik. Ini adalah aplikasi yg bagus dan sangat berguna. Semoga Shopeepay tetap selalu jadi yang terbaik.",5
antap bangettt,5
"Jelek, susah banget mau bayar pakek saldo shopepaynya padahal pin nya udah bener tetap aja salah dan gagal terus.",1
Alhamdulillah,5
Belum ada fitur belum bayar di app ini seperti di app shopee. Jadi kalau pesanan yg belum dibayar di app ini tidak bisa dihilangkan. Sehingga tidak bisa pesan lagi di app shopee. Karenan mengharuskan menyelesaikan pesanan yang dipesan atau membatalkannya.,3
Oke,5
bagus,5
lebih mudah dalam segala suasana,5
Bagus,5
Oke,5
"saya sudah dua hari menunggu transaksi di shopeepay,dan tidak masuk juga dan layanan sangat buruk tidak memberi detail permasalahan nya dan saya tidak akan lagi transakai menggunakan shopeepay",1
"mudah, cepat, lancar",5
Sngat praktis,5
ACl Gamestop,5
Get,5
"Aneh katanya gratis transfer, tp dikenakan biaya admin 2500. Pembodohan.",1
E-commerce paling sesuai,5
"Mantap bisa gratis biaya pengiriman,, Semoga trus garatis",5
ok,5
"Mantap bgt apk nya ,trms . Sangat membantu.",5
Untuk sementara masih bagus,5
mantaaaap,5
Sip dah oke dah,4
"Aplikasi cacat, ga jelas. Masa gua gabisa verifikasi !!",1
Aku sangat berantusian. Dengan adanya shoope .. yg menawarkan program program yg luar biasa ... Dan saya ingin shoope juga menyediaka Penjualan kripto mata uang . Keripto .untuk kedepannya. 🙏🙏🙏🙏 Terimakasih,5
Sangat membatuh,5
nice,5
nice,5
Kenapa saya tidak bisa pinjam di paylater padahal udah terpiripikasi dan sering belanja di sopy,4
Terimakasih sangat membantu..,5
Kena admin 1k setiap topup. Tf gratis,5
Cara pinjaman spinjam giman cara ya ka,4
sangat2 bagus jempol mantul,5
"Terima kasih banyak, sring sring kek gini",5
ok,5
"Terima kasih Tim Shopee atas pengaktif pan kembali Spaylater di account saya,semoga kedepannya bisa di aktifkan juga Spinjam agar bisa saya gunakan untuk modal usaha saya dan saya berjanji akan membayar tepat waktu...Shopee Terbaik untuk segala kebutuhan di bidang usaha dan fasion saya selama 7 Tahun terakhir tidak pernah mengecewakan saya sebagai pembeli Setia",5
Ok,5
Tolong tambahkan fitur untuk menyembunyikan nominal saldo di halaman beranda. Karena saya tertarik menjadikan shopepay sebagai dompet digital utama,4
Mantap,5
Shoopeepay is the beast,5
LBH mudah upgrade dr aplikasi sebelah....saya suka saya suka,5
Alhamdulillah mantap,5
Semoga jaga kualitas nya,5
Simple,5
Mantap,5
oke mantap,5
Ok,5
sangat bagus untuk transaksi online dengan mudah,5
Keren abis,5
dapat cashback 10.000 koin shoppe... terimakasih shoppe,5
"Knpa shopepay saya blum bisa dipakai ya, pdhal sudah lengkap. Tolong petunjuknya",1
ok,5
buruk,1
aplikasi nya sama sekali tidak berguna untuk pengguna di umur 15 karna harus memverifikasi KTP agar bisa transfer rasa ku aplikasi nya GK berguna sama sekali aku yg masik umur 15 San GK bisa transfer ke mana² saldo ku nyangkut di shopepay,1
mantap,5
Semoga bisa membantu dan bermanfaat,4
oke,5
Bagussss👍👍👍👍,4
voucher tdk sesuai iklan,5
ok,5
terima kasih shope dapat banyak bunus koin,5
Gimana ya cara.y dapat kode referal,4
"Saat ingin melakukan pembayaran menggunakan QRis suka terjadi error, sehingga pembayaran tidak bisa di lanjutkan",1
Terbaik,5
"Terimakasih neng shopeepay, apk the best 👍",5
makasih buat shopee yang memberi kemudahan untuk customernya,5
Makasi,5
Trimah kasi sopy yg telah membantu kmi,5
terimakasih,5
Trim's,5
Kenapa tidak dapat diinstal di Android 14 PATCH terbaru ya?,3
Pembayaran elektronik paling simpel dan mudah......,5
Keren banget,5
Sangat membantu,5
top,5
ok,5
ok,5
sering error pas transaksi,1
Saya suka aplikasi nya,5
"Sangat lambat. Padahal saya pikir dengan dipisah dari aplikasi utama bisa membuatnya lebih ringan, ternyata sama saja: loading sangat lama",1
mudah dan hemat 👍,5
aplikas sangat baik,5
"Untuk Isi saldonya masih dikenakan biaya admin sebesar Rp 2000,00 ini membuat saya merasa tidak nyaman dengan layanan Shoppepay lantaran biaya admin yang terlalu tinggi",1
Mudah dipakai dan nyaman,5
mantap,5
enak sih selama ini pake shopeepay selama ini.. Alhamdulillah GK pernah ada kendala. pertahankan,4
bermanfaat sekali,5
Sangat bagus❤️,3
"Tidak pernah telat melakukan pembayaran, tapi kenapa spinjam dan spaylater saya dibeku kan ya.. Sangat membutuhkan disaat seperti ini.",5
Easy to Use 👍,5
mantap,5
semua transaksi lancar..,5
baik,5
Matap,5
Masalah nya saya baru aja daftar shope pay later baru aja dapat limit 3juta eh langsung di non aktifkan kan ...kok bisa..,3
Baru mencoba,2
Mudah & lancar terima kasih,5
Mantap,5
"Aplikasi yang mudah, efektif dan efisien dalam berbelanja dan pemenuhan akan makanan serta minuman.",5
Mantap lurr,5
sangat membantu,4
"Gak bisa tf ke ovo ,gopay,dana dll",2
BIKIN APP YG BENER LA SIALAN. GW MAU TRANSFER GABISA MULU,5
Sya kasih bintang 3 dulu ya masih prcobaan,3
alhamdulilaah bermanfaat. biasa buat transper dan bli pulsa juga. blanja jadi lebih mudah dalam pemnayaranya. mudah2an tetap baik,4
Jos,5
sangat baik sekali,5
Kecewa sih sama shopepay tranfer dari dana ke Shopee transaksi berhasil tpi saldo ga masuk!!!,1
ok,5
mantap bonusnya,5
Mo bayar pake mutar muter gk jelas,1
aplikasinya memudahkan kita dalam melakukan pembayaran,5
Super LELET PERBAIKI LAH,1
Saya tidak diacc,1
mantap lah membantu proses pembayaran dengan cepat,5
"mudah, tidak ribet",5
ok,5
keren,5
Belanja apapun dimanapun jadi lebih mudah dengan ShopeePay. ShopeePay benar² sangat membantu saya melakukan pembayaran ketika belanja alat-alat musik secara online. Sukses selalu buat ShopeePay. Terima kasih ShopeePay... 🤟😍🤟,5
blom di kasih payletr,5
mantap........,5
shoope pay Mantap,5
Terimakasih,5
sukaaa😍,5
"Apk berat, layanan buruk",1
Lama banget proses nya,5
Not bad,5
Kurang kalo beli kuota axis indosat ga langsung di redirek ke shopeepay harus lewat aplikasi shopee yg biasa.yg lite juga ga bisa,3
siiip,5
"Tidak sesuai iklannya, tertulis transfer gratis UNLIMITED ke bank manapun, saat mau transfer eh ada biaya admin 2500",3
Ada pemberitahuan updet tapi tidak bisa di updet,5
Mantap,5
Bgus,5
"Praktis, gak perlu masuk ke aplikasi shopee nya. Jadi gak ganggu kalau pas main.",4
"sebenernya nya bagus buat tf tf, tp itu dulu, soalnya waktu itu tetep bisa bayar pake scan barcode meski ga verifikasi KTP, sekarang malah di suruh verifikasi dl, aku sebagai anak pelajar jadi kesulitan buat bayar""",2
Ok,5
Sudah bagus... Tolong di tingkatkan lagi untuk bisa membagikan struk/bukti transaksi . Terimakasih,4
"Mohon kepada pihak spayleter agar nama saya di bersihkan, karena semua tagihan saya sudah saya lunasi hari ini",3
mantap 👍,5
terimakasih,5
Mengecewakan! karena terlambat bayar 1 hari akun gak bisa dipakai.. Padahal sudah tidak ada tagihan.,1
"Belum ada pengalaman baru akan mualai transaksi,kenapa sayq kasih bintang 5,karena memudahkan untuk saya belanja,karena selama inii selalu belanja kas",5
Terbaik,5
Ok,5
ok aja,5
mantap,5
Sanggar puas,5
Apk yg bagus,5
Keren di sini apa aja bisa saya kasih bintang 5,5
Selamat beraktifitas dan tetap semangat,3
"bagus, mudah, dan nyaman",5
"Untuk transfer ke e-wallet lain seperti gopay, dana, ovo, dll tidak ada. Kalau yang saya sebutkan barusan ada bisa transfer ke e-wallet lain dan gratis biaya admin lagi.",2
Mantap,5
"Saya coba2 promo nya , gimick doang, ga sesuai",1
Gk pernah diacc,4
ga bisa masuk dah otp benar juga aplikasi apaan,1
Sangat membantu,5
Good,5
Bagus,5
bisa hemat pake Spaylater 💜💜💜,5
Tolong setujui permohonan spinjam ku,5
🥰🥰🥰🥰🥰🥰🥰,5
Suka banget karna pembayaran cepat dan mudah,5
mengecewakan,1
mang pepe naik sado.... pedooo pisan,5
Lg coba,5
Ok banget,4
Aplikasi apa ini....bl. apa2 spylater ditolak,1
Bagus tapi saya gak bisa diaktifkan,5
Sangat penting,5
Mantap bosqu,5
"Apakah bisa tranfer ke semua aplikasi seperti Dana,gopay,ovo atau ke lain nya seperti ATM BRI,Mandiri gitu",1
Apa cuma saya ya kalo mau war shopeeThr aplikasi nya jadi putih semua ? Ini gimana dong.,3
mantap,5
Nyoba,5
Luar biasa Shopee,5
mantab,5
"Kenapa ttp ngga bisa upgrade shopeepay plus walopun sudah punya akun. Jadi aku. Yg saya mau upgrade malah gabisa di upgrade,",1
"aneh tapi nyata, sungguh ga paham untuk apa aplikasi ini dibuat, ketika saya mau pembayaran online via shopee pay tetap harus meminta aplikasi shopee, knp ga bisa langsung ke aplikasi ini, bahkan ke shopee lite jg ga mau, tetap minta aplikasi shopee. Kenapa ya pola pikir kalian ga maju, selalu menghabiskan kuota user, keuntungan sama kalian.",2
M:TOMMY,5
Bagus,5
sangat puas,5
Sangat membantu di saat darurat keuangan...,5
Kecewa krn sudah beberapa kali mengajukan spinjam tdk prnh di acc sllu gagal.,1
shopee aman dan terpercaya semoga makin banyak peminat,5
Sangat berguna,5
dpt casbak,5
Ok,5
Baik,4
Kalau memang bagus saya tambah bintangnya,3
Sangat baik,5
Aplikasi ShopePay ^,5
lebih cepat dari pada aplikasi keuangan lainnya yang sering loading.,5
banyak cash back,5
mudah menggunakannya,5
baik,5
good,5
"sangat membantu, trimakasih shopeepay ♥",5
"Biasanya pas pengajuan langsung cair,ini harus nunggu 1-3 Hari kerja .Kelamaan,orang butuh dananya sekarang bukan buat nunggu. Padahal pembayaran gapernah telat.",1
Apex iki bguus,4
jozz,5
oke,5
rekomended,5
Sangat bagus,5
Py latter gk bisa aktif,5
permasalahan dalam pembelian pulsa internet,5
keren bangettt,4
"Pergerakan cukup lambat yang sekarang, apakah data base yang terlalu penuh atau sistemnya yang sudah perlu diperbarui.",2
Ok,5
tolol,1
Lebih ringan dan simpel serta bisa buat bayar keperluan lain,5
ok,5
"sangat membantu bertransaksi mudah dan cepat, terima kasih",5
Susah verifikasi,1
bagus,5
Aplikasi yang paling bagus banget kita bisa cari uang dimana saja.,5
La Ji,3
mantap,5
"Gagal login berkali kali, sudah pake otp tertulis jaringan bermasalah. Sudah menautkan akun shoopee cuma ngelag. Payah ...",1
Loginnya belum aman.. masak gak masukin sandi atau biometrik kayak apps sebelah.,2
"Dunia sementara, akhirat selamanya.",5
Siiip,5
Bagus,5
Cool,5
Bantu saya untuk bisa paylater,5
mau bayar qriz kok eror,3
sangat membantu kebutuhan,5
Good sangay efesien,5
MASIH ENAK GOPAY OVO DANA CARA PENGAMBILAN IMAGES QRIS. DARI GALERI. INI SUSAH BANGET. ANYINK NAJIS WE,2
sopeepay mantap banget,5
Untuk transfer.. menggunakan Qris selalu gagal.. ketika pengambilan kode Qris dari galeri foto yang di simpan..,1
Aplikasi cakep,5
Mantul,5
"Sementara ini aplikasi lancar lancar aja , cuma soal biaya admin saja kadang free kadang berbayar 😌 semoga kedepannya konsisten",5
mantap,5
Sangat bermanfaat,5
ok,5
"hebat, membantu",5
recomended,5
nice,5
Apikasi yang sangat bagus,5
Gabisa transfer ke dompet digital,1
"Pengen nyoba bayar PDAM disini eh kok tiba2 jadi ragu2 ,saya klik pengen tak batalin behh loading nya luamaaa , giliran mencet yang ""bayar sekarang"" malah cepet , bug kah ? Langsung aku uninstall wkwk",3
"Ga aplikasi utama ga ini,, sama aja.. waktu klik link shopee THR blank Mulu, padahal baru install dan sinyal cukup bagus.. perbaiki lah sistem link Shopee THRnya,, berat banget ga kaya apk sebelah 🤣",1
Ngeblank mulu anj apk nya kurang bagus,1
"Pas ngambil Shopee thr malah putih doang layarnya g ada amplop gitu, putih terus sampe pagi",1
"harus lebih ditingkatkan promo dan pembyran nya lebih ditingkatkan ,agar lebih mudah disaat gunakan qris nya",5
"Sangat tidak di rekomendasikan, klo ada bintang 0 gua kasih dah. Mending berbayar buat TF daripada gratis tp memakan waktu 1x24jam!!! Beda sma apk lain ga bgt dah! CS nya jg ga bsa bantu",1
Meh :[,1
bagus bangett,5
Sangat suka,5
Semoga sukses,5
"mantap jiwaku, sukses selalu",5
Mantap,5
tdk praktis utl mngisi Pulsa,5
biasa pengguna baru banyak promo,5
Memudahkan belanja. saya suka kredit barang dengan bunga yg rendah,5
Semoga saya bisa nyicil barang cicilan murah,5
Bagus utk aplikasi paymen electronik,5
"Sangat membantu, mudah penggunaannya dan pastinya aman.",5
Nice,5
sangat membantu,5
Kalau bisa kasih tampilan mode gelap bair makin keren. mantap sangat membantu sekali,5
setelah diupdate saya gagal terus top up pulsa gara² biasa pin pake sidik jari skarang diminta pin yg selalu loading lama trus gagal pdhl password sdh disave di laptop jd ga bakal salah,1
Top,5
Ilike,5
mantab,5
Enak ringan apk nya,5
Bagus pelayanan cepat dan akurat semoga sukses selalu,5
Okok,4
menjadi sangat mudah untuk pembayaran apapun..,5
Bagus sekali aplikasinya,5
Oke,5
Good,5
Sangat bagus dan mudah digunakan...,5
oke jooos,5
aplikasi terbaik,4
👍👍👍,5
Baru blajar blanja online ...,5
Mantap cuman untuk segala keluhan customer tolong di kasih solusi yg cepat dan tidak bertele,5
OK,5
Shopee ooooo,5
baik,4
Susah masuk ke Aplikasi,2
Susah memasukan kode otp dgn berbagai cara.baik WA.telfon dan SMS.pdhal kode otp yg di masukan sudah bner.,2
"Mau login susahnya sekalu, udah masukun otp puluhan kali ga ada progress, padahal jaringan aman , kalo bukan karena ada saldo shopee paynya, ga banget download apl nya",1
Saya tidak bisa log in,1
Ga bisa di singronkan ke aplikasi shope,1
sangat membantu sekali shopeepay,5
Kenapa shopee paynya error,1
Apaan si anjir gabisa login mana saldo shope pay banyak,1
Aplikasi eror uang ku nyangkut,2
Shopee,5
Login nya sulit nya minta ampun. Banyak failednya,1
"Aplikasi gak bisa login ke Shopee,padahal sudah bagus shopepay jadi satu sama aplikasi utama. Heran.",1
Saldo gua ilang tiba tiba tanpa keterangan,1
gokilllllll lngsung masuk koinnya,5
gagal terus isi pulsa di app telkomsel,2
Mantaaaaaaappp... Bisa tf semua bank gratis.,5
oke.,5
Semakin berkembang menuju yang lebih baik,5
cepat,5
Mudah dan nyaman,5
"Katanya gratis transfer,ternyata bohong mending uninstall lagi aja",1
Instant,5
Tidak bisa transfer ke bank aladin syariah Tolong dong d perbaiki,5
sangat bagus,5
keren,5
Belum lengkap,3
Sangat bermanfaat,5
lumayan lebih cepat dari apk shopee belanja,5
shopee pay mantap ayo download,5
very good,5
keren,5
Membantu,5
Bagus,5
Sangat bagus,5
sangat bagus,5
",⭐⭐⭐⭐⭐",5
cukup membantu,5
paket data murah,5
Ok,5
Bagus dan mudah,5
transaksi tanpa ribet.,5
Saya dua kali pakai shopee sudah bayar tapi tak sampai barangnya,1
Saya juga ikut jualanpulsa by,5
"Izin menyampaikan masalah pencairan Spinjam paling lama/lambat ,,kapok mo minjam lagi gw butuh dana hari ini masa 4-6hari baru di cairkan ngak ngotak sumpah",2
good,5
"Sangat amat membantu,,free admin pula 👍",5
sip. tq,5
Mantap,5
Sangat membantu tp sayang klu mau buat transfer selalu ada alasan sering memasukan no rek,5
Mudah dan cepat,4
"Ku kira pecah aplikasi bikin lebih smooth, eh kok malah makin lemot",1
All The Best,5
Selalu jadi manfaat 👍,5
Membantu sekali,5
Parah pokok nya,1
mantabbb 👍🤩 banyak promonya... asyikk,5
Bayar di tempat bisa gak kak kalau on-line nya ngadat jaringan operator nya,5
kami kurang pelayanan harap tambahan mekanik bank biar gampang tf,5
